sub,hz,nobjects,ntargets,cuedur,gapdur,soa,min_gapOnset,max_gapOnset,postProbeDuration,block,trial,gapOnset,probeType,error,badkey,rt
twh,75,8,4,60,0,96,60,180,60,2,10,130,2,0,0,943
twh,75,8,4,60,0,0,60,180,60,2,11,113,2,0,0,943
twh,75,8,4,60,0,0,60,180,60,2,12,112,1,0,0,702
twh,75,8,4,60,0,0,60,180,60,2,13,159,1,0,0,783
twh,75,8,4,60,0,96,60,180,60,2,14,73,2,0,0,983
twh,75,8,4,60,0,96,60,180,60,2,15,132,1,0,0,982
twh,75,8,4,60,0,6,60,180,60,2,16,70,1,0,0,943
twh,75,8,4,60,0,0,60,180,60,2,17,79,1,0,0,663
twh,75,8,4,60,0,6,60,180,60,2,18,166,2,0,0,782
twh,75,8,4,60,0,96,60,180,60,2,19,64,1,0,0,823
twh,75,8,4,60,0,96,60,180,60,2,20,65,1,0,0,782
twh,75,8,4,60,0,96,60,180,60,2,21,103,1,0,0,622
twh,75,8,4,60,0,6,60,180,60,2,22,118,2,0,0,742
twh,75,8,4,60,0,96,60,180,60,2,23,147,2,0,0,862
twh,75,8,4,60,0,24,60,180,60,2,24,123,1,0,0,903
twh,75,8,4,60,0,96,60,180,60,2,25,153,2,0,0,742
twh,75,8,4,60,0,24,60,180,60,2,26,139,2,0,0,783
twh,75,8,4,60,0,24,60,180,60,2,27,64,1,0,0,583
twh,75,8,4,60,0,96,60,180,60,2,28,147,2,0,0,622
twh,75,8,4,60,0,24,60,180,60,2,29,161,2,0,0,623
twh,75,8,4,60,0,6,60,180,60,2,30,95,2,1,0,702
twh,75,8,4,60,0,96,60,180,60,2,31,102,1,0,0,943
twh,75,8,4,60,0,6,60,180,60,2,32,102,1,0,0,943
twh,75,8,4,60,0,24,60,180,60,2,33,153,2,0,0,822
twh,75,8,4,60,0,96,60,180,60,2,34,102,2,0,0,823
twh,75,8,4,60,0,24,60,180,60,2,35,139,1,1,0,782
twh,75,8,4,60,0,96,60,180,60,2,36,151,1,0,0,1463
twh,75,8,4,60,0,0,60,180,60,2,37,128,2,0,0,742
twh,75,8,4,60,0,24,60,180,60,2,38,159,2,0,0,702
twh,75,8,4,60,0,24,60,180,60,2,39,160,2,0,0,702
twh,75,8,4,60,0,6,60,180,60,2,40,81,1,0,0,743
twh,75,8,4,60,0,24,60,180,60,2,41,141,1,0,0,663
twh,75,8,4,60,0,96,60,180,60,2,42,157,1,0,0,663
twh,75,8,4,60,0,6,60,180,60,2,43,78,2,0,0,823
twh,75,8,4,60,0,0,60,180,60,2,44,86,2,0,0,703
twh,75,8,4,60,0,6,60,180,60,2,45,67,1,0,0,622
twh,75,8,4,60,0,0,60,180,60,2,46,103,2,0,0,542
twh,75,8,4,60,0,96,60,180,60,2,47,139,1,0,0,462
twh,75,8,4,60,0,24,60,180,60,2,48,96,2,0,0,662
twh,75,8,4,60,0,24,60,180,60,2,49,158,1,0,0,582
twh,75,8,4,60,0,24,60,180,60,2,50,125,1,0,0,462
twh,75,8,1,60,0,96,60,180,60,1,1,161,1,0,0,542
twh,75,8,1,60,0,0,60,180,60,1,2,122,2,0,0,662
twh,75,8,1,60,0,6,60,180,60,1,3,152,2,0,0,543
twh,75,8,1,60,0,0,60,180,60,1,4,95,2,0,0,622
twh,75,8,1,60,0,96,60,180,60,1,5,81,1,0,0,582
twh,75,8,1,60,0,0,60,180,60,2,1,145,1,1,0,422
twh,75,8,1,60,0,6,60,180,60,2,2,148,2,0,0,502
twh,75,8,1,60,0,6,60,180,60,2,3,149,1,0,0,623
twh,75,8,1,60,0,24,60,180,60,2,4,135,1,0,0,662
twh,75,8,1,60,0,96,60,180,60,2,5,145,1,0,0,662
twh,75,8,1,60,0,0,60,180,60,2,6,109,1,0,0,662
twh,75,8,1,60,0,96,60,180,60,2,7,135,1,0,0,582
twh,75,8,1,60,0,6,60,180,60,2,8,159,2,0,0,542
twh,75,8,1,60,0,96,60,180,60,2,9,155,2,0,0,702
twh,75,8,1,60,0,96,60,180,60,2,10,97,1,0,0,582
twh,75,8,1,60,0,24,60,180,60,2,11,146,2,0,0,542
twh,75,8,1,60,0,96,60,180,60,2,12,116,1,0,0,622
twh,75,8,1,60,0,6,60,180,60,2,13,72,2,0,0,502
twh,75,8,1,60,0,6,60,180,60,2,14,91,2,0,0,783
twh,75,8,1,60,0,24,60,180,60,2,15,77,1,0,0,502
twh,75,8,1,60,0,6,60,180,60,2,16,153,1,0,0,622
twh,75,8,1,60,0,96,60,180,60,2,17,144,1,0,0,622
twh,75,8,1,60,0,24,60,180,60,2,18,154,1,0,0,582
twh,75,8,1,60,0,24,60,180,60,2,19,174,2,0,0,822
twh,75,8,1,60,0,24,60,180,60,2,20,160,1,0,0,823
twh,75,8,1,60,0,96,60,180,60,2,21,159,1,0,0,663
twh,75,8,1,60,0,0,60,180,60,2,22,132,1,0,0,624
twh,75,8,1,60,0,0,60,180,60,2,23,150,2,1,0,743
twh,75,8,1,60,0,96,60,180,60,2,24,154,1,0,0,823
twh,75,8,1,60,0,6,60,180,60,2,25,102,1,0,0,622
twh,75,8,1,60,0,24,60,180,60,2,26,157,2,0,0,662
twh,75,8,1,60,0,0,60,180,60,2,27,132,1,0,0,582
twh,75,8,1,60,0,6,60,180,60,2,28,176,1,0,0,662
twh,75,8,1,60,0,0,60,180,60,2,29,127,2,0,0,542
twh,75,8,1,60,0,0,60,180,60,2,30,149,1,0,0,783
twh,75,8,1,60,0,0,60,180,60,2,31,97,1,0,0,622
twh,75,8,1,60,0,0,60,180,60,2,32,101,2,0,0,622
twh,75,8,1,60,0,24,60,180,60,2,33,77,1,0,0,663
twh,75,8,1,60,0,96,60,180,60,2,34,135,1,0,0,582
twh,75,8,1,60,0,96,60,180,60,2,35,168,1,0,0,623
twh,75,8,1,60,0,6,60,180,60,2,36,164,2,1,0,702
twh,75,8,1,60,0,24,60,180,60,2,37,79,1,0,0,823
twh,75,8,1,60,0,96,60,180,60,2,38,119,2,0,0,703
twh,75,8,1,60,0,0,60,180,60,2,39,173,1,0,0,703
twh,75,8,1,60,0,24,60,180,60,2,40,138,1,0,0,743
twh,75,8,1,60,0,96,60,180,60,2,41,105,2,0,0,863
twh,75,8,1,60,0,6,60,180,60,2,42,157,1,0,0,622
twh,75,8,1,60,0,24,60,180,60,2,43,129,1,0,0,702
twh,75,8,1,60,0,6,60,180,60,2,44,160,1,0,0,502
twh,75,8,1,60,0,6,60,180,60,2,45,134,2,0,0,983
twh,75,8,1,60,0,24,60,180,60,2,46,167,1,0,0,502
twh,75,8,1,60,0,96,60,180,60,2,47,175,1,0,0,542
twh,75,8,1,60,0,6,60,180,60,2,48,147,1,0,0,342
twh,75,8,1,60,0,6,60,180,60,2,49,162,2,0,0,743
twh,75,8,1,60,0,96,60,180,60,2,50,172,2,0,0,502
twh,75,8,2,60,0,6,60,180,60,1,1,62,1,0,0,502
twh,75,8,2,60,0,6,60,180,60,1,2,116,2,0,0,823
twh,75,8,2,60,0,0,60,180,60,1,3,122,1,0,0,462
twh,75,8,2,60,0,0,60,180,60,1,4,78,1,0,0,502
twh,75,8,2,60,0,96,60,180,60,1,5,73,1,0,0,582
twh,75,8,2,60,0,6,60,180,60,2,1,76,1,0,0,382
twh,75,8,2,60,0,0,60,180,60,2,2,113,1,0,0,462
twh,75,8,2,60,0,24,60,180,60,2,3,81,1,0,0,422
twh,75,8,2,60,0,6,60,180,60,2,4,62,1,0,0,422
twh,75,8,2,60,0,6,60,180,60,2,5,65,2,0,0,662
twh,75,8,2,60,0,96,60,180,60,2,6,77,1,0,0,462
twh,75,8,2,60,0,24,60,180,60,2,7,171,2,0,0,702
twh,75,8,2,60,0,96,60,180,60,2,8,72,2,0,0,580
twh,75,8,2,60,0,0,60,180,60,2,9,134,1,0,0,422
twh,75,8,2,60,0,6,60,180,60,2,10,108,1,0,0,382
twh,75,8,2,60,0,0,60,180,60,2,11,177,1,0,0,462
twh,75,8,2,60,0,0,60,180,60,2,12,93,2,0,0,622
twh,75,8,2,60,0,24,60,180,60,2,13,71,2,0,0,582
twh,75,8,2,60,0,96,60,180,60,2,14,95,1,0,0,462
twh,75,8,2,60,0,6,60,180,60,2,15,110,1,0,0,422
twh,75,8,2,60,0,6,60,180,60,2,16,79,1,0,0,382
twh,75,8,2,60,0,6,60,180,60,2,17,166,1,0,0,383
twh,75,8,2,60,0,0,60,180,60,2,18,111,2,0,0,582
twh,75,8,2,60,0,96,60,180,60,2,19,176,1,0,0,462
twh,75,8,2,60,0,6,60,180,60,2,20,178,1,0,0,622
twh,75,8,2,60,0,0,60,180,60,2,21,103,1,0,0,422
twh,75,8,2,60,0,24,60,180,60,2,22,71,1,0,0,382
twh,75,8,2,60,0,24,60,180,60,2,23,69,1,0,0,422
twh,75,8,2,60,0,96,60,180,60,2,24,128,2,0,0,582
twh,75,8,2,60,0,0,60,180,60,2,25,137,1,0,0,422
twh,75,8,2,60,0,6,60,180,60,2,26,68,1,0,0,422
twh,75,8,2,60,0,0,60,180,60,2,27,106,2,0,0,623
twh,75,8,2,60,0,0,60,180,60,2,28,70,2,0,0,582
twh,75,8,2,60,0,6,60,180,60,2,29,84,2,0,0,622
twh,75,8,2,60,0,6,60,180,60,2,30,85,1,0,0,382
twh,75,8,2,60,0,6,60,180,60,2,31,129,1,0,0,502
twh,75,8,2,60,0,0,60,180,60,2,32,96,1,0,0,422
twh,75,8,2,60,0,0,60,180,60,2,33,85,2,0,0,622
twh,75,8,2,60,0,96,60,180,60,2,34,85,2,0,0,583
twh,75,8,2,60,0,96,60,180,60,2,35,67,1,0,0,462
twh,75,8,2,60,0,24,60,180,60,2,36,157,2,0,0,703
twh,75,8,2,60,0,24,60,180,60,2,37,106,2,0,0,702
twh,75,8,2,60,0,0,60,180,60,2,38,101,2,0,0,662
twh,75,8,2,60,0,24,60,180,60,2,39,165,2,0,0,582
twh,75,8,2,60,0,24,60,180,60,2,40,136,1,0,0,462
twh,75,8,2,60,0,96,60,180,60,2,41,155,1,0,0,462
twh,75,8,2,60,0,0,60,180,60,2,42,171,1,0,0,422
twh,75,8,2,60,0,24,60,180,60,2,43,111,1,0,0,462
twh,75,8,2,60,0,24,60,180,60,2,44,122,1,0,0,382
twh,75,8,2,60,0,0,60,180,60,2,45,123,2,0,0,703
twh,75,8,2,60,0,0,60,180,60,2,46,171,1,0,0,462
twh,75,8,2,60,0,0,60,180,60,2,47,117,1,0,0,462
twh,75,8,2,60,0,24,60,180,60,2,48,108,1,0,0,382
twh,75,8,2,60,0,6,60,180,60,2,49,111,1,0,0,422
twh,75,8,2,60,0,96,60,180,60,2,50,76,2,0,0,582
twh,75,8,3,60,0,24,60,180,60,1,1,90,1,0,0,422
twh,75,8,3,60,0,24,60,180,60,1,2,167,1,0,0,502
twh,75,8,3,60,0,96,60,180,60,1,3,116,1,0,0,502
twh,75,8,3,60,0,0,60,180,60,1,4,168,2,0,0,542
twh,75,8,3,60,0,0,60,180,60,1,5,156,1,0,0,422
twh,75,8,3,60,0,0,60,180,60,2,1,137,2,0,0,662
twh,75,8,3,60,0,24,60,180,60,2,2,97,2,0,0,622
twh,75,8,3,60,0,24,60,180,60,2,3,104,2,0,0,662
twh,75,8,3,60,0,96,60,180,60,2,4,124,2,0,0,622
twh,75,8,3,60,0,0,60,180,60,2,5,66,1,0,0,422
twh,75,8,3,60,0,24,60,180,60,2,6,172,2,0,0,502
twh,75,8,3,60,0,96,60,180,60,2,7,122,1,0,0,422
twh,75,8,3,60,0,0,60,180,60,2,8,81,2,0,0,622
twh,75,8,3,60,0,96,60,180,60,2,9,87,1,0,0,462
twh,75,8,3,60,0,24,60,180,60,2,10,100,1,0,0,462
twh,75,8,3,60,0,96,60,180,60,2,11,81,2,0,0,502
twh,75,8,3,60,0,6,60,180,60,2,12,135,2,0,0,582
twh,75,8,3,60,0,6,60,180,60,2,13,76,2,0,0,582
twh,75,8,3,60,0,0,60,180,60,2,14,134,1,0,0,422
twh,75,8,3,60,0,24,60,180,60,2,15,63,2,0,0,623
twh,75,8,3,60,0,6,60,180,60,2,16,74,1,0,0,422
twh,75,8,3,60,0,96,60,180,60,2,17,101,1,0,0,422
twh,75,8,3,60,0,96,60,180,60,2,18,85,2,0,0,622
twh,75,8,3,60,0,0,60,180,60,2,19,125,2,0,0,622
twh,75,8,3,60,0,96,60,180,60,2,20,99,2,0,0,703
twh,75,8,3,60,0,0,60,180,60,2,21,131,1,0,0,422
twh,75,8,3,60,0,0,60,180,60,2,22,90,2,0,0,582
twh,75,8,3,60,0,0,60,180,60,2,23,172,1,0,0,582
twh,75,8,3,60,0,96,60,180,60,2,24,69,1,0,0,462
twh,75,8,3,60,0,96,60,180,60,2,25,162,2,0,0,660
twh,75,8,3,60,0,96,60,180,60,2,26,61,1,0,0,382
twh,75,8,3,60,0,24,60,180,60,2,27,89,1,0,0,462
twh,75,8,3,60,0,0,60,180,60,2,28,144,2,0,0,742
twh,75,8,3,60,0,0,60,180,60,2,29,89,2,0,0,702
twh,75,8,3,60,0,6,60,180,60,2,30,159,1,0,0,462
twh,75,8,3,60,0,6,60,180,60,2,31,178,1,0,0,422
twh,75,8,3,60,0,6,60,180,60,2,32,110,2,0,0,622
twh,75,8,3,60,0,6,60,180,60,2,33,161,1,0,0,462
twh,75,8,3,60,0,6,60,180,60,2,34,98,2,0,0,582
twh,75,8,3,60,0,0,60,180,60,2,35,156,2,0,0,582
twh,75,8,3,60,0,0,60,180,60,2,36,147,1,0,0,503
twh,75,8,3,60,0,6,60,180,60,2,37,114,1,0,0,462
twh,75,8,3,60,0,24,60,180,60,2,38,130,1,0,0,382
twh,75,8,3,60,0,6,60,180,60,2,39,111,1,0,0,422
twh,75,8,3,60,0,24,60,180,60,2,40,103,1,0,0,382
twh,75,8,3,60,0,96,60,180,60,2,41,173,1,0,0,422
twh,75,8,3,60,0,6,60,180,60,2,42,139,1,0,0,422
twh,75,8,3,60,0,0,60,180,60,2,43,170,2,0,0,743
twh,75,8,3,60,0,96,60,180,60,2,44,121,1,0,0,462
twh,75,8,3,60,0,24,60,180,60,2,45,126,1,0,0,462
twh,75,8,3,60,0,6,60,180,60,2,46,131,2,0,0,663
twh,75,8,3,60,0,6,60,180,60,2,47,107,2,0,0,623
twh,75,8,3,60,0,96,60,180,60,2,48,109,1,0,0,462
twh,75,8,3,60,0,0,60,180,60,2,49,89,1,0,0,502
twh,75,8,3,60,0,96,60,180,60,2,50,62,2,0,0,623
